accession,pub_title,first_aut,pubmed_id,pub_date,geo_origin,asm_method,seq_tech
KM102077.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102078.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102079.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102080.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102081.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102082.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102083.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102084.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102085.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102086.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102087.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102088.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102089.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102090.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102091.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102092.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102093.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102094.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102095.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102096.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102097.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102098.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102099.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102100.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102101.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102102.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102103.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102104.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102105.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102106.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102107.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102108.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102109.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102110.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102111.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102112.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102113.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102114.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102115.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102116.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102117.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102118.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102119.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102120.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102121.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102122.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102123.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102124.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102125.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102126.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102127.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102128.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102129.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102130.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102131.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102132.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102133.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102134.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
