accession,pub_title,first_aut,pubmed_id,pub_date,geo_origin,asm_method,seq_tech
KM101938.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101939.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101940.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101941.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101942.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101943.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101944.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101945.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101946.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101947.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101948.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101949.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101950.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101951.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101952.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101953.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101954.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101955.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101956.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101957.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101958.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101959.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101960.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101961.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101962.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101963.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101964.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101965.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101966.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101967.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101968.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101969.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101970.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101971.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101972.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101973.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101974.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101975.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101976.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101977.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101978.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101979.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101980.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101981.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101982.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101983.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101984.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101985.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101986.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101987.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101988.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101989.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101990.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101991.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101992.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101993.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101994.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101995.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101996.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101997.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101998.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM101999.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102000.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102001.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102002.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102003.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102004.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102005.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102006.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102007.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102008.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102009.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102010.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102011.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102012.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102013.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102014.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102015.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102016.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102017.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102018.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102019.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102020.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102021.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102022.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102023.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102024.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102025.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102026.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102027.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102028.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102029.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102030.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102031.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102032.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102033.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102034.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102035.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102036.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102037.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102038.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102039.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102040.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102041.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102042.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102043.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102044.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102045.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102046.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102047.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102048.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102049.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102050.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102051.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102052.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102053.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102054.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102055.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102056.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102057.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102058.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102059.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102060.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102061.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102062.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102063.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102064.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102065.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102066.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102067.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102068.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102069.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102070.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102071.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102072.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102073.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102074.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102075.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
KM102076.1,Full mtGenome reference data: development and characterization of 588 forensic-quality haplotypes representing three U.S. populations.,Just RS,25450785.0,01-2015,USA,Sequencher v. 4.8 and 5.0,Sanger dideoxy sequencing
