accession,seq_tech,geo_origin,source,asm_method,pub_title,first_aut,pubmed_id,pub_date
HG00445,ABI_SOLID,Southern Han Chinese,1K_GENOMES,,,,,
HG00452,ABI_SOLID,Southern Han Chinese,1K_GENOMES,,,,,
HG00457,ABI_SOLID,Southern Han Chinese,1K_GENOMES,,,,,
NA20526,ILLUMINA,Toscani in Italy,1K_GENOMES,,,,,
NA19444,ILLUMINA,Luhya in Kenya,1K_GENOMES,,,,,
NA19434,ILLUMINA,Luhya in Kenya,1K_GENOMES,,,,,
NA19456,ILLUMINA,Luhya in Kenya,1K_GENOMES,,,,,
NA18941,ILLUMINA,Japanese in Tokyo,1K_GENOMES,,,,,
NA19082,ILLUMINA,Japanese in Tokyo,1K_GENOMES,,,,,
HG00171,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00174,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00190,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00188,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00189,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00176,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00270,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00178,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00181,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00266,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00267,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00173,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00177,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00180,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00183,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00179,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00377,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00380,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00306,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00311,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00312,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00357,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00361,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00559,ILLUMINA,Southern Han Chinese,1K_GENOMES,,,,,
HG00566,ILLUMINA,Southern Han Chinese,1K_GENOMES,,,,,
HG00403,ILLUMINA,Southern Han Chinese,1K_GENOMES,,,,,
HG00626,ILLUMINA,Southern Han Chinese,1K_GENOMES,,,,,
HG00628,ILLUMINA,Southern Han Chinese,1K_GENOMES,,,,,
HG00629,ILLUMINA,Southern Han Chinese,1K_GENOMES,,,,,
HG00151,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00153,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00156,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00098,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00152,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00106,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00242,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00114,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00150,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00100,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00142,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00239,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00149,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00141,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00147,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00112,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00126,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00231,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00244,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00265,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00143,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00144,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00148,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00118,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00243,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00122,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00247,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
NA18634,ILLUMINA,Han Chinese in Beijing,1K_GENOMES,,,,,
NA18625,ILLUMINA,Han Chinese in Beijing,1K_GENOMES,,,,,
HG00553,ILLUMINA,Puerto Rican in Puerto Rico,1K_GENOMES,,,,,
HG00637,ILLUMINA,Puerto Rican in Puerto Rico,1K_GENOMES,,,,,
HG00638,ILLUMINA,Puerto Rican in Puerto Rico,1K_GENOMES,,,,,
HG00554,ILLUMINA,Puerto Rican in Puerto Rico,1K_GENOMES,,,,,
HG00640,ILLUMINA,Puerto Rican in Puerto Rico,1K_GENOMES,,,,,
NA12273,ILLUMINA,Utah Residents (CEPH) with Northern and Western European Ancestry,1K_GENOMES,,,,,
NA12272,ILLUMINA,Utah Residents (CEPH) with Northern and Western European Ancestry,1K_GENOMES,,,,,
NA12718,ILLUMINA,Utah Residents (CEPH) with Northern and Western European Ancestry,1K_GENOMES,,,,,
HG00367,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00182,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00185,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00186,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00187,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00272,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00369,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00373,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00269,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00368,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
NA20798,ILLUMINA,Toscani in Italy,1K_GENOMES,,,,,
NA19461,ILLUMINA,Luhya in Kenya,1K_GENOMES,,,,,
NA19312,ILLUMINA,Luhya in Kenya,1K_GENOMES,,,,,
NA19453,ILLUMINA,Luhya in Kenya,1K_GENOMES,,,,,
HG00366,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00308,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00372,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
NA20357,ABI_SOLID,African Ancestry in Southwest US,1K_GENOMES,,,,,
NA20359,ABI_SOLID,African Ancestry in Southwest US,1K_GENOMES,,,,,
NA18528,ABI_SOLID,Han Chinese in Beijing,1K_GENOMES,,,,,
NA18531,ABI_SOLID,Han Chinese in Beijing,1K_GENOMES,,,,,
NA19352,ABI_SOLID,Luhya in Kenya,1K_GENOMES,,,,,
NA19351,ABI_SOLID,Luhya in Kenya,1K_GENOMES,,,,,
NA19175,ABI_SOLID,Yoruba in Nigeria,1K_GENOMES,,,,,
NA19753,ABI_SOLID,Mexican Ancestry in Los Angeles,1K_GENOMES,,,,,
NA19764,ABI_SOLID,Mexican Ancestry in Los Angeles,1K_GENOMES,,,,,
NA19374,ILLUMINA,Luhya in Kenya,1K_GENOMES,,,,,
NA19380,ILLUMINA,Luhya in Kenya,1K_GENOMES,,,,,
NA19373,ILLUMINA,Luhya in Kenya,1K_GENOMES,,,,,
NA19396,ILLUMINA,Luhya in Kenya,1K_GENOMES,,,,,
NA19403,ILLUMINA,Luhya in Kenya,1K_GENOMES,,,,,
HG00418,ILLUMINA,Southern Han Chinese,1K_GENOMES,,,,,
HG00419,ILLUMINA,Southern Han Chinese,1K_GENOMES,,,,,
HG00421,ILLUMINA,Southern Han Chinese,1K_GENOMES,,,,,
HG00422,ILLUMINA,Southern Han Chinese,1K_GENOMES,,,,,
HG00427,ILLUMINA,Southern Han Chinese,1K_GENOMES,,,,,
HG00428,ILLUMINA,Southern Han Chinese,1K_GENOMES,,,,,
HG00436,ILLUMINA,Southern Han Chinese,1K_GENOMES,,,,,
HG00437,ILLUMINA,Southern Han Chinese,1K_GENOMES,,,,,
HG00442,ILLUMINA,Southern Han Chinese,1K_GENOMES,,,,,
HG00443,ILLUMINA,Southern Han Chinese,1K_GENOMES,,,,,
HG00448,ILLUMINA,Southern Han Chinese,1K_GENOMES,,,,,
HG00449,ILLUMINA,Southern Han Chinese,1K_GENOMES,,,,,
HG00472,ILLUMINA,Southern Han Chinese,1K_GENOMES,,,,,
HG00473,ILLUMINA,Southern Han Chinese,1K_GENOMES,,,,,
HG00475,ILLUMINA,Southern Han Chinese,1K_GENOMES,,,,,
HG00476,ILLUMINA,Southern Han Chinese,1K_GENOMES,,,,,
HG00478,ILLUMINA,Southern Han Chinese,1K_GENOMES,,,,,
HG00479,ILLUMINA,Southern Han Chinese,1K_GENOMES,,,,,
HG00512,ILLUMINA,Southern Han Chinese,1K_GENOMES,,,,,
HG00513,ILLUMINA,Southern Han Chinese,1K_GENOMES,,,,,
HG00524,ILLUMINA,Southern Han Chinese,1K_GENOMES,,,,,
HG00525,ILLUMINA,Southern Han Chinese,1K_GENOMES,,,,,
HG00530,ILLUMINA,Southern Han Chinese,1K_GENOMES,,,,,
HG00531,ILLUMINA,Southern Han Chinese,1K_GENOMES,,,,,
HG00536,ILLUMINA,Southern Han Chinese,1K_GENOMES,,,,,
HG00537,ILLUMINA,Southern Han Chinese,1K_GENOMES,,,,,
HG00542,ILLUMINA,Southern Han Chinese,1K_GENOMES,,,,,
HG00543,ILLUMINA,Southern Han Chinese,1K_GENOMES,,,,,
HG00556,ILLUMINA,Southern Han Chinese,1K_GENOMES,,,,,
HG00557,ILLUMINA,Southern Han Chinese,1K_GENOMES,,,,,
HG00125,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00136,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00137,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00138,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00139,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00140,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00232,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00236,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00237,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00249,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00252,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00253,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00254,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00256,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00257,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00259,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00260,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00261,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00263,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00268,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00271,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00273,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00309,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00313,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00315,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00318,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00319,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00320,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00321,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00323,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00327,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00335,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00336,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00337,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00338,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00339,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00342,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00343,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00344,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00345,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00346,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00353,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
NA19081,ILLUMINA,Japanese in Tokyo,1K_GENOMES,,,,,
NA19080,ILLUMINA,Japanese in Tokyo,1K_GENOMES,,,,,
NA20766,ILLUMINA,Toscani in Italy,1K_GENOMES,,,,,
NA19468,ILLUMINA,Luhya in Kenya,1K_GENOMES,,,,,
NA19470,ILLUMINA,Luhya in Kenya,1K_GENOMES,,,,,
NA19431,ILLUMINA,Luhya in Kenya,1K_GENOMES,,,,,
NA19430,ILLUMINA,Luhya in Kenya,1K_GENOMES,,,,,
HG01356,ILLUMINA,Colombian in Medellin,1K_GENOMES,,,,,
HG01357,ILLUMINA,Colombian in Medellin,1K_GENOMES,,,,,
HG01377,ILLUMINA,Colombian in Medellin,1K_GENOMES,,,,,
HG01378,ILLUMINA,Colombian in Medellin,1K_GENOMES,,,,,
HG01383,ILLUMINA,Colombian in Medellin,1K_GENOMES,,,,,
HG01384,ILLUMINA,Colombian in Medellin,1K_GENOMES,,,,,
HG00375,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00154,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00246,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00250,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00251,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00274,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00275,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00276,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00277,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00278,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00280,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00281,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00282,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00284,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00285,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00310,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00324,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00325,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00326,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00329,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00330,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00331,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG01051,ILLUMINA,Puerto Rican in Puerto Rico,1K_GENOMES,,,,,
HG01052,ILLUMINA,Puerto Rican in Puerto Rico,1K_GENOMES,,,,,
HG01060,ILLUMINA,Puerto Rican in Puerto Rico,1K_GENOMES,,,,,
HG01061,ILLUMINA,Puerto Rican in Puerto Rico,1K_GENOMES,,,,,
HG01069,ILLUMINA,Puerto Rican in Puerto Rico,1K_GENOMES,,,,,
HG01070,ILLUMINA,Puerto Rican in Puerto Rico,1K_GENOMES,,,,,
HG01072,ILLUMINA,Puerto Rican in Puerto Rico,1K_GENOMES,,,,,
HG01073,ILLUMINA,Puerto Rican in Puerto Rico,1K_GENOMES,,,,,
HG01082,ILLUMINA,Puerto Rican in Puerto Rico,1K_GENOMES,,,,,
HG01083,ILLUMINA,Puerto Rican in Puerto Rico,1K_GENOMES,,,,,
HG01334,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00101,ABI_SOLID,British in England and Scotland,1K_GENOMES,,,,,
HG00113,ABI_SOLID,British in England and Scotland,1K_GENOMES,,,,,
HG00121,ABI_SOLID,British in England and Scotland,1K_GENOMES,,,,,
HG00110,ABI_SOLID,British in England and Scotland,1K_GENOMES,,,,,
HG00341,ABI_SOLID,Finnish in Finland,1K_GENOMES,,,,,
HG00383,ABI_SOLID,Finnish in Finland,1K_GENOMES,,,,,
HG00381,ABI_SOLID,Finnish in Finland,1K_GENOMES,,,,,
HG00376,ABI_SOLID,Finnish in Finland,1K_GENOMES,,,,,
HG01104,ABI_SOLID,Puerto Rican in Puerto Rico,1K_GENOMES,,,,,
HG00332,ABI_SOLID,Finnish in Finland,1K_GENOMES,,,,,
HG00378,ABI_SOLID,Finnish in Finland,1K_GENOMES,,,,,
HG00382,ABI_SOLID,Finnish in Finland,1K_GENOMES,,,,,
HG01105,ABI_SOLID,Puerto Rican in Puerto Rico,1K_GENOMES,,,,,
HG01085,ABI_SOLID,Puerto Rican in Puerto Rico,1K_GENOMES,,,,,
HG00108,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00111,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
HG00328,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG00334,ILLUMINA,Finnish in Finland,1K_GENOMES,,,,,
HG01107,ILLUMINA,Puerto Rican in Puerto Rico,1K_GENOMES,,,,,
HG01108,ILLUMINA,Puerto Rican in Puerto Rico,1K_GENOMES,,,,,
HG01170,ILLUMINA,Puerto Rican in Puerto Rico,1K_GENOMES,,,,,
HG01171,ILLUMINA,Puerto Rican in Puerto Rico,1K_GENOMES,,,,,
HG01173,ILLUMINA,Puerto Rican in Puerto Rico,1K_GENOMES,,,,,
HG01174,ILLUMINA,Puerto Rican in Puerto Rico,1K_GENOMES,,,,,
HG01350,ILLUMINA,Colombian in Medellin,1K_GENOMES,,,,,
HG01351,ILLUMINA,Colombian in Medellin,1K_GENOMES,,,,,
HG01353,ILLUMINA,Colombian in Medellin,1K_GENOMES,,,,,
HG01354,ILLUMINA,Colombian in Medellin,1K_GENOMES,,,,,
HG01365,ILLUMINA,Colombian in Medellin,1K_GENOMES,,,,,
HG01366,ILLUMINA,Colombian in Medellin,1K_GENOMES,,,,,
HG01374,ILLUMINA,Colombian in Medellin,1K_GENOMES,,,,,
HG01375,ILLUMINA,Colombian in Medellin,1K_GENOMES,,,,,
HG01389,ILLUMINA,Colombian in Medellin,1K_GENOMES,,,,,
HG01390,ILLUMINA,Colombian in Medellin,1K_GENOMES,,,,,
HG00102,ABI_SOLID,British in England and Scotland,1K_GENOMES,,,,,
HG00134,ABI_SOLID,British in England and Scotland,1K_GENOMES,,,,,
HG00109,ABI_SOLID,British in England and Scotland,1K_GENOMES,,,,,
HG00135,ABI_SOLID,British in England and Scotland,1K_GENOMES,,,,,
HG00238,ABI_SOLID,British in England and Scotland,1K_GENOMES,,,,,
HG00240,ABI_SOLID,British in England and Scotland,1K_GENOMES,,,,,
HG00255,ABI_SOLID,British in England and Scotland,1K_GENOMES,,,,,
HG00359,ABI_SOLID,Finnish in Finland,1K_GENOMES,,,,,
HG01257,ABI_SOLID,Colombian in Medellin,1K_GENOMES,,,,,
HG01259,ABI_SOLID,Colombian in Medellin,1K_GENOMES,,,,,
HG00360,ABI_SOLID,Finnish in Finland,1K_GENOMES,,,,,
NA18606,ILLUMINA,Han Chinese in Beijing,1K_GENOMES,,,,,
NA18635,ILLUMINA,Han Chinese in Beijing,1K_GENOMES,,,,,
NA18637,ILLUMINA,Han Chinese in Beijing,1K_GENOMES,,,,,
HG01133,ILLUMINA,Colombian in Medellin,1K_GENOMES,,,,,
HG01134,ILLUMINA,Colombian in Medellin,1K_GENOMES,,,,,
HG01136,ILLUMINA,Colombian in Medellin,1K_GENOMES,,,,,
HG01125,ILLUMINA,Colombian in Medellin,1K_GENOMES,,,,,
HG01137,ILLUMINA,Colombian in Medellin,1K_GENOMES,,,,,
HG01149,ILLUMINA,Colombian in Medellin,1K_GENOMES,,,,,
HG01124,ILLUMINA,Colombian in Medellin,1K_GENOMES,,,,,
HG01140,ILLUMINA,Colombian in Medellin,1K_GENOMES,,,,,
HG01148,ILLUMINA,Colombian in Medellin,1K_GENOMES,,,,,
HG00362,ABI_SOLID,Finnish in Finland,1K_GENOMES,,,,,
HG00364,ABI_SOLID,Finnish in Finland,1K_GENOMES,,,,,
HG00384,ABI_SOLID,Finnish in Finland,1K_GENOMES,,,,,
HG00145,ILLUMINA,British in England and Scotland,1K_GENOMES,,,,,
NA19089,ILLUMINA,Japanese in Tokyo,1K_GENOMES,,,,,
NA19320,ILLUMINA,Luhya in Kenya,1K_GENOMES,,,,,
NA19475,ILLUMINA,Luhya in Kenya,1K_GENOMES,,,,,
NA18864,ILLUMINA,Yoruba in Nigeria,1K_GENOMES,,,,,
NA18865,ILLUMINA,Yoruba in Nigeria,1K_GENOMES,,,,,
NA18876,ILLUMINA,Yoruba in Nigeria,1K_GENOMES,,,,,
NA18877,ILLUMINA,Yoruba in Nigeria,1K_GENOMES,,,,,
NA18881,ILLUMINA,Yoruba in Nigeria,1K_GENOMES,,,,,
NA18915,ILLUMINA,Yoruba in Nigeria,1K_GENOMES,,,,,
NA19037,ILLUMINA,Luhya in Kenya,1K_GENOMES,,,,,
NA19042,ILLUMINA,Luhya in Kenya,1K_GENOMES,,,,,
NA20511,ILLUMINA,Toscani in Italy,1K_GENOMES,,,,,
NA20762,ILLUMINA,Toscani in Italy,1K_GENOMES,,,,,
NA20764,ILLUMINA,Toscani in Italy,1K_GENOMES,,,,,
NA12812,LS454,Utah Residents (CEPH) with Northern and Western European Ancestry,1K_GENOMES,,,,,
NA12814,LS454,Utah Residents (CEPH) with Northern and Western European Ancestry,1K_GENOMES,,,,,
NA12815,LS454,Utah Residents (CEPH) with Northern and Western European Ancestry,1K_GENOMES,,,,,
NA12872,LS454,Utah Residents (CEPH) with Northern and Western European Ancestry,1K_GENOMES,,,,,
NA12874,LS454,Utah Residents (CEPH) with Northern and Western European Ancestry,1K_GENOMES,,,,,
NA12873,LS454,Utah Residents (CEPH) with Northern and Western European Ancestry,1K_GENOMES,,,,,
NA06994,ILLUMINA,Utah Residents (CEPH) with Northern and Western European Ancestry,1K_GENOMES,,,,,
NA18968,ILLUMINA,Japanese in Tokyo,1K_GENOMES,,,,,
NA12813,ILLUMINA,Utah Residents (CEPH) with Northern and Western European Ancestry,1K_GENOMES,,,,,
NA19200,ILLUMINA,Yoruba in Nigeria,1K_GENOMES,,,,,
NA18498,ILLUMINA,Yoruba in Nigeria,1K_GENOMES,,,,,
NA18522,ILLUMINA,Yoruba in Nigeria,1K_GENOMES,,,,,
NA18856,ILLUMINA,Yoruba in Nigeria,1K_GENOMES,,,,,
NA11920,ILLUMINA,Utah Residents (CEPH) with Northern and Western European Ancestry,1K_GENOMES,,,,,
NA12155,ILLUMINA,Utah Residents (CEPH) with Northern and Western European Ancestry,1K_GENOMES,,,,,
NA12003,ILLUMINA,Utah Residents (CEPH) with Northern and Western European Ancestry,1K_GENOMES,,,,,
NA11992,ILLUMINA,Utah Residents (CEPH) with Northern and Western European Ancestry,1K_GENOMES,,,,,
NA18489,ILLUMINA,Yoruba in Nigeria,1K_GENOMES,,,,,
NA19102,ILLUMINA,Yoruba in Nigeria,1K_GENOMES,,,,,
NA18519,ILLUMINA,Yoruba in Nigeria,1K_GENOMES,,,,,
NA18960,ILLUMINA,Japanese in Tokyo,1K_GENOMES,,,,,
NA12045,ILLUMINA,Utah Residents (CEPH) with Northern and Western European Ancestry,1K_GENOMES,,,,,
NA11830,ILLUMINA,Utah Residents (CEPH) with Northern and Western European Ancestry,1K_GENOMES,,,,,
NA11994,ILLUMINA,Utah Residents (CEPH) with Northern and Western European Ancestry,1K_GENOMES,,,,,
NA11918,ILLUMINA,Utah Residents (CEPH) with Northern and Western European Ancestry,1K_GENOMES,,,,,
NA18961,ILLUMINA,Japanese in Tokyo,1K_GENOMES,,,,,
NA07346,ILLUMINA,Utah Residents (CEPH) with Northern and Western European Ancestry,1K_GENOMES,,,,,
NA11831,ILLUMINA,Utah Residents (CEPH) with Northern and Western European Ancestry,1K_GENOMES,,,,,
NA06986,ILLUMINA,Utah Residents (CEPH) with Northern and Western European Ancestry,1K_GENOMES,,,,,
NA11832,ILLUMINA,Utah Residents (CEPH) with Northern and Western European Ancestry,1K_GENOMES,,,,,
NA11829,ILLUMINA,Utah Residents (CEPH) with Northern and Western European Ancestry,1K_GENOMES,,,,,
NA18516,ILLUMINA,Yoruba in Nigeria,1K_GENOMES,,,,,
NA18953,ILLUMINA,Japanese in Tokyo,1K_GENOMES,,,,,
NA18510,ILLUMINA,Yoruba in Nigeria,1K_GENOMES,,,,,
NA18853,ILLUMINA,Yoruba in Nigeria,1K_GENOMES,,,,,
NA18871,ILLUMINA,Yoruba in Nigeria,1K_GENOMES,,,,,
NA18486,ILLUMINA,Yoruba in Nigeria,1K_GENOMES,,,,,
NA18499,ILLUMINA,Yoruba in Nigeria,1K_GENOMES,,,,,
NA18967,ILLUMINA,Japanese in Tokyo,1K_GENOMES,,,,,
NA18959,ILLUMINA,Japanese in Tokyo,1K_GENOMES,,,,,
NA18964,ILLUMINA,Japanese in Tokyo,1K_GENOMES,,,,,
NA19184,LS454,Yoruba in Nigeria,1K_GENOMES,,,,,
NA18975,ILLUMINA,Japanese in Tokyo,1K_GENOMES,,,,,
NA19119,ILLUMINA,Yoruba in Nigeria,1K_GENOMES,,,,,
NA18976,ILLUMINA,Japanese in Tokyo,1K_GENOMES,,,,,
NA19204,ILLUMINA,Yoruba in Nigeria,1K_GENOMES,,,,,
NA18972,ILLUMINA,Japanese in Tokyo,1K_GENOMES,,,,,
NA18974,ILLUMINA,Japanese in Tokyo,1K_GENOMES,,,,,
NA19159,ILLUMINA,Yoruba in Nigeria,1K_GENOMES,,,,,
NA18969,LS454,Japanese in Tokyo,1K_GENOMES,,,,,
NA19160,ILLUMINA,Yoruba in Nigeria,1K_GENOMES,,,,,
NA19153,ILLUMINA,Yoruba in Nigeria,1K_GENOMES,,,,,
NA19207,ILLUMINA,Yoruba in Nigeria,1K_GENOMES,,,,,
NA19131,ILLUMINA,Yoruba in Nigeria,1K_GENOMES,,,,,
NA18971,ILLUMINA,Japanese in Tokyo,1K_GENOMES,,,,,
NA19144,ILLUMINA,Yoruba in Nigeria,1K_GENOMES,,,,,
NA19209,ILLUMINA,Yoruba in Nigeria,1K_GENOMES,,,,,
NA19098,ILLUMINA,Yoruba in Nigeria,1K_GENOMES,,,,,
NA19152,ILLUMINA,Yoruba in Nigeria,1K_GENOMES,,,,,
NA18981,ILLUMINA,Japanese in Tokyo,1K_GENOMES,,,,,
NA19116,ILLUMINA,Yoruba in Nigeria,1K_GENOMES,,,,,
NA18520,ILLUMINA,Yoruba in Nigeria,1K_GENOMES,,,,,
NA19172,ILLUMINA,Yoruba in Nigeria,1K_GENOMES,,,,,
NA07347,ILLUMINA,Utah Residents (CEPH) with Northern and Western European Ancestry,1K_GENOMES,,,,,
