accession,seq_tech,geo_origin,source,asm_method,pub_title,first_aut,pubmed_id,pub_date
OM638273.1,Sanger dideoxy sequencing,Nepal,NCBI,,The matrilineal ancestry of Nepali populations.,Basnet R,36242641.0,02-2023
OM638274.1,Sanger dideoxy sequencing,Nepal,NCBI,,The matrilineal ancestry of Nepali populations.,Basnet R,36242641.0,02-2023
OM638275.1,Sanger dideoxy sequencing,Nepal,NCBI,,The matrilineal ancestry of Nepali populations.,Basnet R,36242641.0,02-2023
OM638276.1,Sanger dideoxy sequencing,Nepal,NCBI,,The matrilineal ancestry of Nepali populations.,Basnet R,36242641.0,02-2023
OM638277.1,Sanger dideoxy sequencing,Nepal,NCBI,,The matrilineal ancestry of Nepali populations.,Basnet R,36242641.0,02-2023
OM638278.1,Sanger dideoxy sequencing,Nepal,NCBI,,The matrilineal ancestry of Nepali populations.,Basnet R,36242641.0,02-2023
OM638279.1,Sanger dideoxy sequencing,Nepal,NCBI,,The matrilineal ancestry of Nepali populations.,Basnet R,36242641.0,02-2023
OM638280.1,Sanger dideoxy sequencing,Nepal,NCBI,,The matrilineal ancestry of Nepali populations.,Basnet R,36242641.0,02-2023
OM638281.1,Sanger dideoxy sequencing,Nepal,NCBI,,The matrilineal ancestry of Nepali populations.,Basnet R,36242641.0,02-2023
OM638282.1,Sanger dideoxy sequencing,Nepal,NCBI,,The matrilineal ancestry of Nepali populations.,Basnet R,36242641.0,02-2023
OM638283.1,Sanger dideoxy sequencing,Nepal,NCBI,,The matrilineal ancestry of Nepali populations.,Basnet R,36242641.0,02-2023
OM638284.1,Sanger dideoxy sequencing,Nepal,NCBI,,The matrilineal ancestry of Nepali populations.,Basnet R,36242641.0,02-2023
OM638285.1,Sanger dideoxy sequencing,Nepal,NCBI,,The matrilineal ancestry of Nepali populations.,Basnet R,36242641.0,02-2023
OM638286.1,Sanger dideoxy sequencing,Nepal,NCBI,,The matrilineal ancestry of Nepali populations.,Basnet R,36242641.0,02-2023
OM638287.1,Sanger dideoxy sequencing,Nepal,NCBI,,The matrilineal ancestry of Nepali populations.,Basnet R,36242641.0,02-2023
OM638288.1,Sanger dideoxy sequencing,Nepal,NCBI,,The matrilineal ancestry of Nepali populations.,Basnet R,36242641.0,02-2023
OM638289.1,Sanger dideoxy sequencing,Nepal,NCBI,,The matrilineal ancestry of Nepali populations.,Basnet R,36242641.0,02-2023
OM638290.1,Sanger dideoxy sequencing,Nepal,NCBI,,The matrilineal ancestry of Nepali populations.,Basnet R,36242641.0,02-2023
OM638291.1,Sanger dideoxy sequencing,Nepal,NCBI,,The matrilineal ancestry of Nepali populations.,Basnet R,36242641.0,02-2023
OM641816.1,Sanger dideoxy sequencing,Spain,NCBI,,Updating the Phylogeographic and temporal evolution of mitochondrial DNA haplogrupo U8 with special mention to the Basques,"Cabrera, V.M.",,
OM641817.1,Sanger dideoxy sequencing,United Kingdom: England,NCBI,,Updating the Phylogeographic and temporal evolution of mitochondrial DNA haplogrupo U8 with special mention to the Basques,"Cabrera, V.M.",,
OM641818.1,Sanger dideoxy sequencing,Germany,NCBI,,Updating the Phylogeographic and temporal evolution of mitochondrial DNA haplogrupo U8 with special mention to the Basques,"Cabrera, V.M.",,
OM641819.1,Sanger dideoxy sequencing,Romania,NCBI,,Updating the Phylogeographic and temporal evolution of mitochondrial DNA haplogrupo U8 with special mention to the Basques,"Cabrera, V.M.",,
OM641820.1,Sanger dideoxy sequencing,Jordan,NCBI,,Updating the Phylogeographic and temporal evolution of mitochondrial DNA haplogrupo U8 with special mention to the Basques,"Cabrera, V.M.",,
OM641821.1,Sanger dideoxy sequencing,Saudi Arabia,NCBI,,Updating the Phylogeographic and temporal evolution of mitochondrial DNA haplogrupo U8 with special mention to the Basques,"Cabrera, V.M.",,
OM714601.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714602.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714603.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714604.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714605.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714606.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714607.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714608.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714609.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714610.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714611.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714612.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714613.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714614.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714615.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714616.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714617.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714618.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714619.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714620.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714621.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714622.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714623.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714624.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714625.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714626.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714627.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714628.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714629.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714630.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714631.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714632.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714633.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714634.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714635.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714636.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714637.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714638.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714639.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714640.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714641.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714642.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714643.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714644.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714645.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714646.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714647.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714648.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714649.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714650.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714651.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714652.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714653.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714654.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714655.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714656.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714657.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714658.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714659.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714660.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714661.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714662.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714663.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714664.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714665.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714666.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714667.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714668.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714669.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714670.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714671.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714672.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714673.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714674.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714675.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714676.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714677.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714678.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714679.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714680.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714681.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714682.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714683.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714684.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714685.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714686.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714687.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714688.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714689.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714690.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714691.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714692.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714693.1,Sanger dideoxy sequencing,Slovakia: Kosice region,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714694.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714695.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714696.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714697.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714698.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714699.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714700.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714701.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714702.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714703.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714704.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714705.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714706.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714707.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714708.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714709.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714710.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714711.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714712.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714713.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714714.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714715.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714716.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714717.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714718.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714719.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714720.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714721.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714722.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714723.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714724.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714725.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714726.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714727.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714728.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714729.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714730.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714731.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714732.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714733.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714734.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714735.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714736.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714737.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714738.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714739.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714740.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714741.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714742.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714743.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714744.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714745.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714746.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714747.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714748.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714749.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714750.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714751.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714752.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714753.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714754.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714755.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714756.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714757.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714758.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714759.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714760.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714761.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714762.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714763.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714764.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714765.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714766.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714767.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714768.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714769.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714770.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714771.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714772.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714773.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714774.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714775.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714776.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714777.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714778.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714779.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714780.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714781.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714782.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714783.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714784.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714785.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714786.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
OM714787.1,Sanger dideoxy sequencing,Czech Republic: Western Bohemia,NCBI,,Direct Submission,"Grzybowski, T.",,02-2022
